"row_id","source","lat_deg","lon_deg","report_date","status_id","water_source_clean","water_source_category","water_tech_clean","_water_tech_category","facility_type","clean_country_name","clean_adm1","clean_adm2","clean_adm3","clean_adm4","install_year","installer","rehab_year","rehabilitator","management_clean","status_clean","pay","fecal_coliform_presence","fecal_coliform_value","subjective_quality","activity_id","scheme_id","wpdx_id","notes","orig_lnk","photo_lnk","country_id","data_lnk","distance_to_primary","distance_to_secondary","distance_to_tertiary","distance_to_city","distance_to_town","water_point_history","rehab_priority","served_population","local_population","crucialness","pressure","usage_cap","is_urban","days_since_report","staleness_score","is_latest","location_id","cluster_size","clean_country_id","country_name","water_source","water_tech","status","adm2","adm3","management","adm1","new_georeferenced_column_","lat_deg_original","lat_lon_deg","lon_deg_original","public_data_source","converted","count","created_timestamp","updated"
"420468","GRID3","5.03","7.34","2018-08-29T00:00:00.000","Unknown","Borehole","Well",,,"Improved","Nigeria","Abia","Ugwunagbo",,,,,,,,,,,,,"32d4ee02-06c9-4f50-8fbb-d4a1ea60a8d7",,"6FQ928JR+222","Umuodo Borehole","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","10143.247436341138","6195.321034149549","1550.2984855485001","9539.159266750867","13587.854628891522","{""2018-08-29"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_source_clean"": ""Borehole""}}","1805","1805","2874","0.628044537230341","6.016666666666667","300","False","1483","62.65910617545588","true","357466","1","NGA","Nigeria","Borehole",,,,,,,"POINT (7.34 5.03)",,"(5.03°, 7.34°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"415420","GRID3","5.18","7.4","2018-06-06T00:00:00.000","Unknown","Borehole","Well",,,"Improved","Nigeria","Abia","Obi Ngwa",,,,,,,,,,,,,"5ddf397d-2a55-419e-bea0-adde36251156",,"6FQ95CJ2+222","Umunwankwo Borehole","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","5824.7874009812185","822.1207868978752","2.804897852711313","8423.40838736655","21073.15448759253","{""2018-06-06"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_source_clean"": ""Borehole""}}","580","580","792","0.7323232323232324","1.9333333333333333","300","False","1567","61.02179604306595","true","355473","1","NGA","Nigeria","Borehole",,,,,,,"POINT (7.4 5.18)",,"(5.18°, 7.4°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"420605","GRID3","4.97","7.27","2018-08-29T00:00:00.000","Unknown","Borehole","Well",,,"Improved","Nigeria","Abia","Ukwa West",,,,,,,,,,,,,"5486fbaf-b338-4723-90c0-aa0f8586070b",,"6FP9X7CC+222","Obiga Asa Public Water Pump","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","1692.0796874716302","2786.0943247482564","1234.2037811028058","18936.753186692502","13840.053074934405","{""2018-08-29"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_source_clean"": ""Borehole""}}","1498","1498","1498","1.0","4.993333333333333","300","False","1483","62.65910617545588","true","357538","1","NGA","Nigeria","Borehole",,,,,,,"POINT (7.27 4.97)",,"(4.97°, 7.27°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"428087","GRID3","5.57","6.96","2018-06-07T00:00:00.000","Unknown","Borehole","Well",,,"Improved","Nigeria","Imo","Mbatoli",,,,,,,,,,,,,"6e5ee6c0-11e5-47a8-b1d0-2980bc5c292c",,"6FQ8HXC6+222","Umudere Borehole","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","10969.313902740256","172.52401673531108","1394.5724753231004","12098.533843499268","11317.578549258915","{""2018-06-07"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_source_clean"": ""Borehole""}}","5336","5336","5336","1.0","17.786666666666665","300","True","1566","61.04103395010194","true","355731","1","NGA","Nigeria","Borehole",,,,,,,"POINT (6.96 5.57)",,"(5.57°, 6.96°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"429814","GRID3","5.79","6.96","2018-06-07T00:00:00.000","Unknown","Borehole","Well",,,"Improved","Nigeria","Imo","Oru East",,,,,,,,,,,,,"0ec2eff9-05ef-4fe2-8f47-7fe8e8b7fcd2",,"6FQ8QXR6+222","Ubaha Primary School Borehole","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","21267.075902073575","163.41874864847867","376.9377677256661","34206.99830611505","9988.5709205125","{""2018-06-07"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_source_clean"": ""Borehole""}}","4209","4209","4209","1.0","14.03","300","False","1566","61.04103395010194","true","355647","1","NGA","Nigeria","Borehole",,,,,,,"POINT (6.96 5.79)",,"(5.79°, 6.96°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"420495","GRID3","5.37","7.6","2018-08-29T00:00:00.000","Unknown","Borehole","Well",,,"Improved","Nigeria","Abia","Ikwuano",,,,,,,,,,,,,"fa371bd0-fd83-434c-922d-2e0b3c6906ff",,"6FQ99JC2+222","Amizi Oloko Borehole","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","11300.344150752348","231.78232486900882","634.233025087857","21556.370542500314","45736.470402933315","{""2018-08-29"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_source_clean"": ""Borehole""}}","1570","1570","1570","1.0","5.233333333333333","300","False","1483","62.65910617545588","true","357481","1","NGA","Nigeria","Borehole",,,,,,,"POINT (7.6 5.37)",,"(5.37°, 7.6°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"423655","GRID3","5.86","6.69","2018-09-28T00:00:00.000","Unknown","Borehole","Well",,,"Improved","Nigeria","Anambra","Ogbaru",,,,,,,,,,,,,"f06bc018-62fc-4d1b-9c6f-09472d039795",,"6FQ8VM6R+222","Umunankwo Borehole","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","23345.179553870188","964.2063931105929","10131.703005394942","32269.652423270654","18845.443817012645","{""2018-09-28"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_source_clean"": ""Borehole""}}","20609","20609","21303","0.9674224287659016","68.69666666666667","300","False","1453","63.25444593106931","true","359836","1","NGA","Nigeria","Borehole",,,,,,,"POINT (6.69 5.86)",,"(5.86°, 6.69°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"417072","GRID3","5.41","7.22","2018-06-07T00:00:00.000","Unknown","Borehole","Well",,,"Improved","Nigeria","Imo","Ngor-Okpala",,,,,,,,,,,,,"04c823d5-1ccb-4d78-a052-fd8754361f3d",,"6FQ9C66C+222","Umuike Umuohiagu Borehole","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","14342.669829671304","2635.625937788859","587.6470438070976","22399.180864362672","24697.44960454453","{""2018-06-07"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_source_clean"": ""Borehole""}}","113","113","194","0.5824742268041238","0.37666666666666665","300","False","1566","61.04103395010194","true","355640","1","NGA","Nigeria","Borehole",,,,,,,"POINT (7.22 5.41)",,"(5.41°, 7.22°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"423740","GRID3","5.97","6.9","2018-09-28T00:00:00.000","Unknown","Borehole","Well",,,"Improved","Nigeria","Anambra","Nnewi South",,,,,,,,,,,,,"c5270665-5755-4ad0-9d23-fbb16e8ef618",,"6FQ8XWC2+222","Izuegbu Water Point","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","3797.7009307250128","1038.9710781049102","8.763289133385051","20945.583465203206","5798.3476481230955","{""2018-09-28"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_source_clean"": ""Borehole""}}","4002","4002","4002","1.0","13.34","300","True","1453","63.25444593106931","true","359867","1","NGA","Nigeria","Borehole",,,,,,,"POINT (6.9 5.97)",,"(5.97°, 6.9°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"416992","GRID3","5.46","7.2","2018-06-07T00:00:00.000","Unknown","Borehole","Well",,,"Improved","Nigeria","Imo","Aboh-Mbaise",,,,,,,,,,,,,"e5873f60-807b-476a-822b-9b5ee24139c4",,"6FQ9F662+222","Umugaragu Akwuete Borehole 1","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","16408.95527470108","787.145872314713","113.92414694545984","18665.403011205366","18747.434607898635","{""2018-06-07"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_source_clean"": ""Borehole""}}","781","781","1362","0.5734214390602056","2.6033333333333335","300","False","1566","61.04103395010194","true","355598","1","NGA","Nigeria","Borehole",,,,,,,"POINT (7.2 5.46)",,"(5.46°, 7.2°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"412057","GRID3","9.01","3.92","2018-03-22T00:00:00.000","Unknown","Borehole","Well",,,"Improved","Nigeria","Oyo","Irepo",,,,,,,,,,,,,"2923402f-7366-4a61-984c-f88968130714",,"6FX52W6C+222","Ajetowa Borehole","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","9816.930003279382","25604.87287768201","1063.7572625910552","89459.10531152585","11180.96245820219","{""2018-03-22"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_source_clean"": ""Borehole""}}","248","248","248","1.0","0.8266666666666667","300","False","1643","59.57731673092065","true","351498","1","NGA","Nigeria","Borehole",,,,,,,"POINT (3.92 9.01)",,"(9.01°, 3.92°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
